id,influencer_id,title,platform,url,thumbnail,published,year_start,year_end,era,places,tags,verified,notes
v245,le-bizarreum,Cannibalisme et premiers colons d'Amérique du Nord | Anthropologie biologique,youtube,https://www.youtube.com/watch?v=EzNO7D8HhJA,https://i.ytimg.com/vi/EzNO7D8HhJA/hqdefault.jpg,2024-05-18,1609,1610,Early colonial North America,jamestown,colonial;cannibalism;bioarchaeology,yes,
v246,pero-eso-es-otra-historia,El IMPERIO ESPAÑOL 5 🇪🇸 FELIPE IV el REY PLANETA 🇪🇸 El FIN de la HEGEMONÍA de los HABSBURGO 🇪🇸,youtube,https://www.youtube.com/watch?v=wOq1pZdAXzw,https://i.ytimg.com/vi/wOq1pZdAXzw/hqdefault.jpg,2026-08-06,1621,1665,Spanish Habsburgs,madrid,early-modern;monarchy;spain,yes,
v247,mrwissen2go-geschichte,Tulpencrash: Die erste Finanzblase der Geschichte?,reel,https://www.youtube.com/watch?v=5o6BEL_i3Bw,https://i.ytimg.com/vi/5o6BEL_i3Bw/hqdefault.jpg,2026-02-19,1634,1637,Dutch Golden Age,amsterdam,early-modern;economy;netherlands,yes,
v248,inrap,Le fort Saint-Sébastien de Louis XIV - Éclats d'archéo #5 (Version LSF),youtube,https://www.youtube.com/watch?v=BYrrffMOX_o,https://i.ytimg.com/vi/BYrrffMOX_o/hqdefault.jpg,2026-06-29,1665,1670,Early modern France,fort-saint-sebastien,early-modern;fortification;france,yes,Version LSF (langue des signes française) of the site film
v249,pero-eso-es-otra-historia,El IMPERIO ESPAÑOL 6 🇪🇸 CARLOS II el HECHIZADO 🇪🇸 El fin de los Austrias Españoles,youtube,https://www.youtube.com/watch?v=j1kVDuN9_4M,https://i.ytimg.com/vi/j1kVDuN9_4M/hqdefault.jpg,2026-08-19,1665,1700,Spanish Habsburgs,madrid,early-modern;monarchy;spain,yes,
v250,native-american-history,The Pueblo Revolt of 1680 - United Pueblo Tribes vs Spanish Conquistadors,youtube,https://www.youtube.com/watch?v=24d33d8reeI,https://i.ytimg.com/vi/24d33d8reeI/hqdefault.jpg,2024-12-09,1680,1692,Pueblo Revolt,santa-fe,north-america;revolt;colonial,yes,
v251,pero-eso-es-otra-historia,El Gran ASEDIO de CEUTA (1694-1727) #historia,reel,https://www.youtube.com/watch?v=wuyOF_UW-0Y,https://i.ytimg.com/vi/wuyOF_UW-0Y/hqdefault.jpg,2026-08-22,1694,1727,Early modern Morocco and Spain,ceuta,early-modern;siege;iberia,yes,
v252,mrwissen2go-geschichte,Warum Gibraltar nicht mehr zu Spanien gehört,reel,https://www.youtube.com/watch?v=xeJVqvpxJf4,https://i.ytimg.com/vi/xeJVqvpxJf4/hqdefault.jpg,2026-01-29,1704,1713,War of the Spanish Succession,gibraltar,early-modern;war;iberia,yes,
v253,tasting-history,"A $10,000 Pineapple Tart from 1736",reel,https://www.youtube.com/watch?v=5e9lUCOtAHg,https://i.ytimg.com/vi/5e9lUCOtAHg/hqdefault.jpg,2026-08-30,1736,1736,Georgian Britain,london,early-modern;food;luxury,yes,
v254,kings-and-generals,How Robert Clive Retook Calcutta in 1756,reel,https://www.youtube.com/watch?v=jUOLQwyt42k,https://i.ytimg.com/vi/jUOLQwyt42k/hqdefault.jpg,2026-09-04,1756,1757,British conquest of Bengal,kolkata,colonial;battle;india,yes,
v255,mrwissen2go-geschichte,Katharina die Große: Der skrupellose Aufstieg der deutschen Zarin,youtube,https://www.youtube.com/watch?v=pZoCCbeje_g,https://i.ytimg.com/vi/pZoCCbeje_g/hqdefault.jpg,2026-06-03,1762,1796,Russian Empire,st-petersburg,early-modern;biography;russia,yes,
v256,kings-and-generals,The Lacrosse Match That Destroyed a British Fort,reel,https://www.youtube.com/watch?v=ezelSZqFCHE,https://i.ytimg.com/vi/ezelSZqFCHE/hqdefault.jpg,2026-08-19,1763,1763,Pontiac's War,fort-michilimackinac,colonial;north-america;siege,yes,
v257,nota-bene,Napoléon est né au bon moment,reel,https://www.youtube.com/watch?v=LdUZw_UDMp0,https://i.ytimg.com/vi/LdUZw_UDMp0/hqdefault.jpg,2026-08-15,1769,1821,Napoleonic era,paris,napoleonic;biography;france,yes,
v258,native-american-history,The Battle Of Point Pleasant - Shawnee vs Virginia Militia,youtube,https://www.youtube.com/watch?v=0ERCqngq5fc,https://i.ytimg.com/vi/0ERCqngq5fc/hqdefault.jpg,2024-11-10,1774,1774,Lord Dunmore's War,point-pleasant,north-america;battle;colonial,yes,
v259,premodernist,What else happened in 1776,youtube,https://www.youtube.com/watch?v=nGMCowI4exk,https://i.ytimg.com/vi/nGMCowI4exk/hqdefault.jpg,2026-07-04,1776,1776,Late 18th century,,modern;global-history;1776,yes,
v260,premodernist,Why does the Electoral College exist?,youtube,https://www.youtube.com/watch?v=nUYhbcNqDvU,https://i.ytimg.com/vi/nUYhbcNqDvU/hqdefault.jpg,2025-12-12,1787,1804,Early American republic,philadelphia,modern;politics;usa,yes,
v261,premodernist,The Reluctant President: Reelecting George Washington,youtube,https://www.youtube.com/watch?v=1CSkUqMddgo,https://i.ytimg.com/vi/1CSkUqMddgo/hqdefault.jpg,2023-09-20,1792,1793,Early American republic,philadelphia,modern;politics;usa,yes,
v262,storia-ditalia,L’esercito del Regno d’Italia Napoleonico,reel,https://www.youtube.com/watch?v=msQNT7-k1lA,https://i.ytimg.com/vi/msQNT7-k1lA/hqdefault.jpg,2026-06-12,1805,1814,Napoleonic Italy,milan,napoleonic;army;italy,yes,
v263,mrwissen2go-geschichte,Von Kolonien zu Nationen: Simón Bolívar und der Kampf um Südamerika,youtube,https://www.youtube.com/watch?v=1b3SJ2z1b2I,https://i.ytimg.com/vi/1b3SJ2z1b2I/hqdefault.jpg,2026-01-08,1810,1830,Spanish American wars of independence,bogota,19th-century;independence;south-america,yes,
v264,historia-civilis,Peace...? (1814),youtube,https://www.youtube.com/watch?v=CH1oYhTigyA,https://i.ytimg.com/vi/CH1oYhTigyA/hqdefault.jpg,2021-07-18,1814,1814,Post-Napoleonic Europe,paris,napoleonic;diplomacy;europe,yes,
v265,historia-civilis,The Congress of Vienna (Part 1) (1814),youtube,https://www.youtube.com/watch?v=QtOXq9SwarQ,https://i.ytimg.com/vi/QtOXq9SwarQ/hqdefault.jpg,2022-01-29,1814,1814,Congress of Vienna,vienna,napoleonic;diplomacy;europe,yes,
v266,historia-civilis,The Congress of Vienna (Part 2) (1814 to 1815),youtube,https://www.youtube.com/watch?v=OGJHE6O7Mhk,https://i.ytimg.com/vi/OGJHE6O7Mhk/hqdefault.jpg,2022-04-02,1814,1815,Congress of Vienna,vienna,napoleonic;diplomacy;europe,yes,
v267,historia-civilis,The Year Without a Summer (1816 to 1824),youtube,https://www.youtube.com/watch?v=R0wwuj0sTyY,https://i.ytimg.com/vi/R0wwuj0sTyY/hqdefault.jpg,2024-03-16,1816,1824,Year Without a Summer,tambora,climate;volcano;19th-century,yes,"Place is the eruption source, Mt Tambora"
v268,historia-civilis,The July Revolution (1820 to 1830),youtube,https://www.youtube.com/watch?v=Qw7xXYypFQ0,https://i.ytimg.com/vi/Qw7xXYypFQ0/hqdefault.jpg,2024-11-23,1820,1830,July Revolution,paris,revolution;france;19th-century,yes,
v269,historia-civilis,Reform or Revolution? (1830 to 1832),youtube,https://www.youtube.com/watch?v=h6E4_Bcmscg,https://i.ytimg.com/vi/h6E4_Bcmscg/hqdefault.jpg,2025-08-30,1830,1832,Age of Reform,,revolution;politics;19th-century,yes,No place: subject spans Britain and France
v270,native-american-history,Geronimo's speech before the battle of Janos (Kas-ki-yeh) #geronimo #nativeamerican #apache,reel,https://www.youtube.com/watch?v=g3sKxkWWaO4,https://i.ytimg.com/vi/g3sKxkWWaO4/hqdefault.jpg,2024-12-22,1858,1858,Apache wars,janos,north-america;apache;geronimo,yes,
v271,native-american-history,The Fetterman Fight - Battle of the Hundred In The Hands - Red Cloud's War,youtube,https://www.youtube.com/watch?v=IbS1u18A0U0,https://i.ytimg.com/vi/IbS1u18A0U0/hqdefault.jpg,2025-01-28,1866,1866,Red Cloud's War,fort-phil-kearny,north-america;battle;plains,yes,
v272,native-american-history,"The Hayfield Fight 1867 - Cheyenne, Lakota & Arapaho vs US Army - Red Cloud's War",youtube,https://www.youtube.com/watch?v=6uEhQa5PmYE,https://i.ytimg.com/vi/6uEhQa5PmYE/hqdefault.jpg,2025-04-01,1867,1867,Red Cloud's War,fort-c-f-smith,north-america;battle;plains,yes,
v273,native-american-history,First Battle of the Stronghold 1873 - Modoc War,youtube,https://www.youtube.com/watch?v=YwZTmuVG0V4,https://i.ytimg.com/vi/YwZTmuVG0V4/hqdefault.jpg,2025-05-01,1873,1873,Modoc War,lava-beds,north-america;battle;california,yes,
v274,storia-ditalia,L’ASSEDIO di CARTAGENA del 1873 e l’intervento ITALIANO ,youtube,https://www.youtube.com/watch?v=Zlc0MtXezgE,https://i.ytimg.com/vi/Zlc0MtXezgE/hqdefault.jpg,2026-07-10,1873,1874,Cantonal Revolt,cartagena-spain,19th-century;siege;spain,yes,
v275,history-hit,What Do Historians Really Think of Winston Churchill?,youtube,https://www.youtube.com/watch?v=TG53cQ2-ViU,https://i.ytimg.com/vi/TG53cQ2-ViU/hqdefault.jpg,2026-08-03,1874,1965,Modern Britain,london,modern;politics;britain,yes,
v276,native-american-history,Battle Of The Rosebud 1876 || Battle Where The Girl Saved Her Brother,youtube,https://www.youtube.com/watch?v=a5ViCCYosPs,https://i.ytimg.com/vi/a5ViCCYosPs/hqdefault.jpg,2024-07-04,1876,1876,Great Sioux War,rosebud-creek,north-america;battle;plains,yes,
v277,native-american-history,The Battle of White Bird Canyon 1877 - Where the Nez Perce War Began,youtube,https://www.youtube.com/watch?v=9K1cogBegMk,https://i.ytimg.com/vi/9K1cogBegMk/hqdefault.jpg,2025-07-22,1877,1877,Nez Perce War,white-bird-canyon,north-america;battle;plateau,yes,
v278,native-american-history,The Beginning of the Nez Perce War,youtube,https://www.youtube.com/watch?v=2Eh4MXb6LHw,https://i.ytimg.com/vi/2Eh4MXb6LHw/hqdefault.jpg,2025-06-27,1877,1877,Nez Perce War,white-bird-canyon,north-america;war;plateau,yes,
v279,native-american-history,The Battle of Milk Creek: Meeker Massacre and the Ute War of 1879,youtube,https://www.youtube.com/watch?v=bk6-YGa_nAM,https://i.ytimg.com/vi/bk6-YGa_nAM/hqdefault.jpg,2025-05-28,1879,1879,Ute War,milk-creek,north-america;battle;colorado,yes,
v280,tasting-history,Making the Original Old Fashioned,youtube,https://www.youtube.com/watch?v=BPDKf5MlkoY,https://i.ytimg.com/vi/BPDKf5MlkoY/hqdefault.jpg,2026-08-14,1880,1900,Gilded Age America,louisville,modern;food;drink,yes,
v281,storia-ditalia,La battaglia di DOGALI del gennaio 1887,reel,https://www.youtube.com/watch?v=vCy-MX3CzNc,https://i.ytimg.com/vi/vCy-MX3CzNc/hqdefault.jpg,2026-05-15,1887,1887,Italian colonial Eritrea,dogali,colonial;battle;africa,yes,
v282,mrwissen2go-geschichte,Der Boxeraufstand: Acht Kolonialmächte gegen China,youtube,https://www.youtube.com/watch?v=3ZbKzL8od8s,https://i.ytimg.com/vi/3ZbKzL8od8s/hqdefault.jpg,2026-03-26,1899,1901,Boxer Rebellion,beijing,colonial;uprising;china,yes,
v283,storia-ditalia,La battaglia di Tientsin e la RIBELLIONE dei BOXER,youtube,https://www.youtube.com/watch?v=Ucr1DDRrTts,https://i.ytimg.com/vi/Ucr1DDRrTts/hqdefault.jpg,2026-08-21,1900,1900,Boxer Rebellion,tianjin,colonial;battle;china,yes,
v284,storia-ditalia,L'intervento italiano nel Venezuela nel 1903 (BLOCCO NAVALE),reel,https://www.youtube.com/watch?v=6sxJR34MvV4,https://i.ytimg.com/vi/6sxJR34MvV4/hqdefault.jpg,2026-05-08,1902,1903,Venezuela crisis,caracas,colonial;naval;south-america,yes,
v285,terra-x-history,Der Diebstahl der Mona Lisa | Terra X,reel,https://www.youtube.com/watch?v=gdvg1z1hyr4,https://i.ytimg.com/vi/gdvg1z1hyr4/hqdefault.jpg,2026-08-21,1911,1913,Belle Epoque France,paris,modern;art-theft;france,yes,
v286,le-bizarreum,Mourir au combat : la bataille de la Somme,youtube,https://www.youtube.com/watch?v=6UcXvQeu4eQ,https://i.ytimg.com/vi/6UcXvQeu4eQ/hqdefault.jpg,2024-06-29,1916,1916,First World War,somme,ww1;death;france,yes,
v287,kings-and-generals,Fall of Jerusalem - How Britain Broke the Ottoman Front,youtube,https://www.youtube.com/watch?v=Rk7QV9Gto-c,https://i.ytimg.com/vi/Rk7QV9Gto-c/hqdefault.jpg,2026-08-23,1917,1917,First World War,jerusalem,ww1;campaign;ottoman,yes,
v288,le-bizarreum,Morts sur l'Everest : l'Affaire Mallory et Irvine | Mini documentaire,youtube,https://www.youtube.com/watch?v=dfn11VPNxic,https://i.ytimg.com/vi/dfn11VPNxic/hqdefault.jpg,2022-12-09,1924,1924,Interwar mountaineering,everest,modern;death;mountaineering,yes,
v289,history-hit,WW2 Expert Answers Hitler Questions,youtube,https://www.youtube.com/watch?v=jX_RENRrglo,https://i.ytimg.com/vi/jX_RENRrglo/hqdefault.jpg,2026-09-03,1933,1945,Nazi Germany,berlin,ww2;politics;germany,yes,
v290,revues-du-monde,Comment HItler a presque trouvé l'Atlantide,youtube,https://www.youtube.com/watch?v=TQdn2lon-jw,https://i.ytimg.com/vi/TQdn2lon-jw/hqdefault.jpg,2025-12-14,1933,1945,Nazi Germany,berlin,debunking;pseudo-archaeology;germany,yes,
v291,kings-and-generals,Why the Pope Stayed Silent - Vatican Wouldn’t Condemn Hitler,youtube,https://www.youtube.com/watch?v=t5hhOOMUjZQ,https://i.ytimg.com/vi/t5hhOOMUjZQ/hqdefault.jpg,2026-08-27,1939,1945,Second World War,vatican,ww2;religion;politics,yes,
v292,time-team-classics,"The Bombers in the Marsh (Full Episode) | S12 EP3 | Time Team (Warton, Lancashire)",youtube,https://www.youtube.com/watch?v=8C_Sa4xe1_s,https://i.ytimg.com/vi/8C_Sa4xe1_s/hqdefault.jpg,2026-08-13,1939,1945,Second World War,warton,ww2;aviation;britain,yes,
v293,time-team-classics,"Blitzkrieg on Shooter's Hill (Full Episode) | S15 EP6 | Time Team (Shooter’s Hill, South London)",youtube,https://www.youtube.com/watch?v=XQsYrhma_UM,https://i.ytimg.com/vi/XQsYrhma_UM/hqdefault.jpg,2026-08-30,1940,1941,Second World War,shooters-hill,ww2;home-front;britain,yes,
v294,tasting-history,K Ration Defense Biscuits from World War 2,reel,https://www.youtube.com/watch?v=TIiCr32DIuc,https://i.ytimg.com/vi/TIiCr32DIuc/hqdefault.jpg,2026-08-16,1941,1945,Second World War,,ww2;food;rations,yes,No place: military ration issued across theatres
v295,history-hit,D-Day: The Final 72 Hours | As It Happened,youtube,https://www.youtube.com/watch?v=2tZUtNJBuZ0,https://i.ytimg.com/vi/2tZUtNJBuZ0/hqdefault.jpg,2026-08-27,1944,1944,Second World War,normandy-beaches,ww2;invasion;france,yes,
v296,inrap,Les traces du Débarquement de juin 1944 à Blainville-sur-Orne - Éclats d'archéo #9 (Version LSF),youtube,https://www.youtube.com/watch?v=S3c0oAsT9JY,https://i.ytimg.com/vi/S3c0oAsT9JY/hqdefault.jpg,2026-06-29,1944,1944,Second World War,blainville-sur-orne,ww2;dday;france,yes,Version LSF (langue des signes française) of the site film
v297,damilee,The Densest City In The World Had a Strange Secret...,youtube,https://www.youtube.com/watch?v=hoNclh1K_zY,https://i.ytimg.com/vi/hoNclh1K_zY/hqdefault.jpg,2024-09-21,1945,1994,Kowloon Walled City,kowloon-walled-city,urbanism;density;hong-kong,yes,"Subject confirmed from the description, which credits a Kowloon Walled City photo book. Span runs from the post-war growth of the settlement to its demolition."
v298,native-american-history,Inuit High Arctic Relocations,youtube,https://www.youtube.com/watch?v=GFgyfCitTuU,https://i.ytimg.com/vi/GFgyfCitTuU/hqdefault.jpg,2025-02-26,1953,1960,High Arctic relocations,resolute,north-america;inuit;displacement,yes,
v299,kings-and-generals,Sudan’s Three Civil Wars Explained,youtube,https://www.youtube.com/watch?v=8bHCPc-hZWQ,https://i.ytimg.com/vi/8bHCPc-hZWQ/hqdefault.jpg,2026-09-01,1955,2023,Modern Sudan,khartoum,modern;civil-war;africa,yes,
